Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
;;OUI;;16;3;;;OUI;OUI;2022-03-10T17:54:04+01:00;;;
;;OUI;;47;6;;;OUI;OUI;2022-03-10T17:57:23+01:00;;;
;;OUI;;28;28;;;OUI;OUI;2022-03-10T17:58:49+01:00;;;
;;OUI;;25;4;;;OUI;OUI;2022-03-10T17:52:22+01:00;;;
;;OUI;;12;18;;;OUI;OUI;2022-03-10T17:58:15+01:00;;;
;;OUI;;27;6;;;OUI;OUI;2022-03-10T17:58:09+01:00;;;
;;OUI;;11;22;;;OUI;OUI;2022-03-10T17:56:03+01:00;;;
;;OUI;;21;13;;;OUI;OUI;2022-03-10T17:57:01+01:00;;;
;;OUI;;14;5;;;OUI;OUI;2022-03-10T17:58:48+01:00;;;
;;OUI;;12;7;;;OUI;OUI;2022-03-10T17:56:38+01:00;;;
;;OUI;;9;13;;;OUI;OUI;2022-03-10T17:57:32+01:00;;;
;;OUI;;3;19;;;OUI;OUI;2022-03-10T17:58:04+01:00;;;
;;OUI;;50;9;;;OUI;OUI;2022-03-10T17:58:04+01:00;;;
;;OUI;;27;6;;;OUI;OUI;2022-03-10T17:57:34+01:00;;;
;;OUI;;14;25;;;OUI;OUI;2022-03-10T17:58:49+01:00;;;
;;OUI;;32;1;;;OUI;OUI;2022-03-10T17:57:44+01:00;;;
;;OUI;;16;6;;;OUI;OUI;2022-03-10T17:57:47+01:00;;;
;;OUI;;1;21;;;OUI;OUI;2022-03-10T17:56:27+01:00;;;
;;OUI;;7;42;;;OUI;OUI;2022-03-10T17:52:21+01:00;;;
;;OUI;;29;34;;;OUI;OUI;2022-03-10T17:57:53+01:00;;;
;;OUI;;24;1;;;OUI;OUI;2022-03-10T17:52:55+01:00;;;
;;OUI;;34;18;;;OUI;OUI;2022-03-10T17:58:46+01:00;;;
;;OUI;;20;0;;;OUI;OUI;2022-03-10T17:58:37+01:00;;;
;;OUI;;28;2;;;OUI;OUI;2022-03-10T17:58:28+01:00;;;
;;OUI;;34;6;;;OUI;OUI;2022-03-10T17:54:59+01:00;;;
;;OUI;;28;6;;;OUI;OUI;2022-03-10T17:57:27+01:00;;;
;;OUI;;16;7;;;OUI;OUI;2022-03-10T17:58:42+01:00;;;
;;OUI;;22;4;;;OUI;OUI;2022-03-10T17:58:29+01:00;;;
;;OUI;;37;5;;;OUI;OUI;2022-03-10T17:57:04+01:00;;;
;;OUI;;9;18;;;OUI;OUI;2022-03-10T17:57:43+01:00;;;
;;OUI;;16;3;;;OUI;OUI;2022-03-10T17:57:46+01:00;;;
;;OUI;;4;30;;;OUI;OUI;2022-03-10T17:58:10+01:00;;;
;;OUI;;14;21;;;OUI;OUI;2022-03-10T17:57:09+01:00;;;
;;OUI;;14;19;;;OUI;OUI;2022-03-10T17:57:08+01:00;;;
;;OUI;;10;15;;;OUI;OUI;2022-03-10T17:56:55+01:00;;;
;;OUI;;21;1;;;OUI;OUI;2022-03-10T17:53:04+01:00;;;
;;OUI;;21;5;;;OUI;OUI;2022-03-10T17:58:18+01:00;;;
;;OUI;;9;5;;;OUI;OUI;2022-03-10T17:58:35+01:00;;;
;;OUI;;31;5;;;OUI;OUI;2022-03-10T17:58:18+01:00;;;
;;OUI;;15;18;;;OUI;OUI;2022-03-10T17:58:16+01:00;;;
;;OUI;;18;12;;;OUI;OUI;2022-03-10T17:56:52+01:00;;;
;;OUI;;18;1;;;OUI;OUI;2022-03-10T17:58:38+01:00;;;
;;OUI;;43;2;;;OUI;OUI;2022-03-10T17:57:23+01:00;;;
;;OUI;;20;2;;;OUI;OUI;2022-03-10T17:54:45+01:00;;;
;;OUI;;38;12;;;OUI;OUI;2022-03-10T17:58:45+01:00;;;
;;OUI;;20;8;;;OUI;OUI;2022-03-10T17:56:23+01:00;;;
;;OUI;;21;3;;;OUI;OUI;2022-03-10T17:58:42+01:00;;;
;;OUI;;20;7;;;OUI;OUI;2022-03-10T17:57:51+01:00;;;
;;OUI;;23;7;;;OUI;OUI;2022-03-10T17:54:55+01:00;;;
;;OUI;;31;20;;;OUI;OUI;2022-03-10T17:58:27+01:00;;;
;;OUI;;25;3;;;OUI;OUI;2022-03-10T17:58:14+01:00;;;
;;OUI;;17;9;;;OUI;OUI;2022-03-10T17:57:33+01:00;;;
;;OUI;;2;26;;;OUI;OUI;2022-03-10T17:58:10+01:00;;;
;;OUI;;18;0;;;OUI;OUI;2022-03-10T17:53:12+01:00;;;
;;OUI;;11;19;;;OUI;OUI;2022-03-10T17:57:31+01:00;;;
;;OUI;;13;5;;;OUI;OUI;2022-03-10T17:57:17+01:00;;;
;;OUI;;29;4;;;OUI;OUI;2022-03-10T17:58:40+01:00;;;
;;OUI;;14;4;;;OUI;OUI;2022-03-10T17:57:08+01:00;;;
;;OUI;;22;25;;;OUI;OUI;2022-03-10T17:58:35+01:00;;;
;;OUI;;5;32;;;OUI;OUI;2022-03-10T17:57:57+01:00;;;
;;OUI;;59;0;;;OUI;OUI;2022-03-10T17:57:35+01:00;;;
;;OUI;;12;8;;;OUI;OUI;2022-03-10T17:55:05+01:00;;;
;;OUI;;17;6;;;OUI;OUI;2022-03-10T17:56:52+01:00;;;
;;OUI;;12;8;;;OUI;OUI;2022-03-10T17:58:33+01:00;;;
;;OUI;;45;2;;;OUI;OUI;2022-03-10T17:55:32+01:00;;;
;;OUI;;25;2;;;OUI;OUI;2022-03-10T17:58:02+01:00;;;
;;OUI;;29;4;;;OUI;OUI;2022-03-10T17:54:03+01:00;;;
;;OUI;;10;61;;;OUI;OUI;2022-03-10T17:58:32+01:00;;;
;;OUI;;19;0;;;OUI;OUI;2022-03-10T17:57:39+01:00;;;
;;OUI;;8;18;;;OUI;OUI;2022-03-10T17:58:32+01:00;;;
;;OUI;;37;9;;;OUI;OUI;2022-03-10T17:58:22+01:00;;;
;;OUI;;11;14;;;OUI;OUI;2022-03-10T17:57:47+01:00;;;
;;OUI;;15;25;;;OUI;OUI;2022-03-10T17:58:28+01:00;;;
;;OUI;;5;31;;;OUI;OUI;2022-03-10T17:58:19+01:00;;;
;;OUI;;14;2;;;OUI;OUI;2022-03-10T17:57:12+01:00;;;
;;OUI;;1;31;;;OUI;OUI;2022-03-10T17:58:40+01:00;;;
;;OUI;;33;10;;;OUI;OUI;2022-03-10T17:57:26+01:00;;;
;;OUI;;4;25;;;OUI;OUI;2022-03-10T17:58:17+01:00;;;
;;OUI;;0;16;;;OUI;OUI;2022-03-10T17:57:52+01:00;;;
;;OUI;;23;3;;;OUI;OUI;2022-03-10T17:58:47+01:00;;;
;;OUI;;21;15;;;OUI;OUI;2022-03-10T17:57:05+01:00;;;
;;OUI;;22;9;;;OUI;OUI;2022-03-10T17:57:50+01:00;;;
;;OUI;;27;12;;;OUI;OUI;2022-03-10T17:58:48+01:00;;;
;;OUI;;18;5;;;OUI;OUI;2022-03-10T17:57:20+01:00;;;
;;OUI;;3;36;;;OUI;OUI;2022-03-10T17:58:40+01:00;;;
;;OUI;;42;4;;;OUI;OUI;2022-03-10T17:58:13+01:00;;;
;;OUI;;39;4;;;OUI;OUI;2022-03-10T17:58:33+01:00;;;
;;OUI;;12;2;;;OUI;OUI;2022-03-10T17:57:57+01:00;;;
;;OUI;;12;4;;;OUI;OUI;2022-03-10T17:58:35+01:00;;;
;;OUI;;30;6;;;OUI;OUI;2022-03-10T17:58:23+01:00;;;
;;OUI;;10;56;;;OUI;OUI;2022-03-10T17:58:41+01:00;;;
;;OUI;;32;0;;;OUI;OUI;2022-03-10T17:57:21+01:00;;;
;;OUI;;45;3;;;OUI;OUI;2022-03-10T17:58:33+01:00;;;
;;OUI;;5;18;;;OUI;OUI;2022-03-10T17:57:01+01:00;;;
;;OUI;;26;1;;;OUI;OUI;2022-03-10T17:57:54+01:00;;;
;;OUI;;14;41;;;OUI;OUI;2022-03-10T17:58:34+01:00;;;
;;OUI;;26;7;;;OUI;OUI;2022-03-10T17:58:15+01:00;;;
;;OUI;;58;5;;;OUI;OUI;2022-03-10T17:56:51+01:00;;;
;;OUI;;18;7;;;OUI;OUI;2022-03-10T17:56:04+01:00;;;
;;OUI;;16;3;;;OUI;OUI;2022-03-10T17:52:58+01:00;;;
;;OUI;;34;2;;;OUI;OUI;2022-03-10T17:53:52+01:00;;;
;;OUI;;32;3;;;OUI;OUI;2022-03-10T17:53:17+01:00;;;
;;OUI;;20;7;;;OUI;OUI;2022-03-10T17:58:19+01:00;;;
;;OUI;;15;4;;;OUI;OUI;2022-03-10T17:50:27+01:00;;;
;;OUI;;15;8;;;OUI;OUI;2022-03-10T17:58:42+01:00;;;
;;OUI;;43;3;;;OUI;OUI;2022-03-10T17:56:35+01:00;;;
;;OUI;;18;22;;;OUI;OUI;2022-03-10T17:56:07+01:00;;;
;;OUI;;24;16;;;OUI;OUI;2022-03-10T17:58:05+01:00;;;
;;OUI;;17;1;;;OUI;OUI;2022-03-10T17:49:52+01:00;;;
;;OUI;;33;3;;;OUI;OUI;2022-03-10T17:58:42+01:00;;;
;;OUI;;3;56;;;OUI;OUI;2022-03-10T17:56:15+01:00;;;
;;OUI;;5;25;;;OUI;OUI;2022-03-10T17:57:04+01:00;;;
;;OUI;;50;5;;;OUI;OUI;2022-03-10T17:58:17+01:00;;;
;;OUI;;17;14;;;OUI;OUI;2022-03-10T17:58:48+01:00;;;
;;OUI;;25;1;;;OUI;OUI;2022-03-10T17:53:31+01:00;;;
;;OUI;;8;26;;;OUI;OUI;2022-03-10T17:58:21+01:00;;;
;;OUI;;12;5;;;OUI;OUI;2022-03-10T17:58:33+01:00;;;
;;OUI;;21;30;;;OUI;OUI;2022-03-10T17:58:26+01:00;;;
;;OUI;;23;2;;;OUI;OUI;2022-03-10T17:54:11+01:00;;;
;;OUI;;17;2;;;OUI;OUI;2022-03-10T17:53:43+01:00;;;
;;OUI;;20;2;;;OUI;OUI;2022-03-10T17:55:15+01:00;;;
;;OUI;;19;7;;;OUI;OUI;2022-03-10T17:57:37+01:00;;;
;;OUI;;32;5;;;OUI;OUI;2022-03-10T17:53:48+01:00;;;
;;OUI;;17;5;;;OUI;OUI;2022-03-10T17:55:29+01:00;;;
;;OUI;;21;4;;;OUI;OUI;2022-03-10T17:58:47+01:00;;;
;;OUI;;26;3;;;OUI;OUI;2022-03-10T17:58:43+01:00;;;
;;OUI;;20;5;;;OUI;OUI;2022-03-10T17:58:29+01:00;;;
;;OUI;;17;5;;;OUI;OUI;2022-03-10T17:57:55+01:00;;;
;;OUI;;23;17;;;OUI;OUI;2022-03-10T17:57:41+01:00;;;
;;OUI;;40;1;;;OUI;OUI;2022-03-10T17:55:15+01:00;;;
;;OUI;;48;2;;;OUI;OUI;2022-03-10T17:52:31+01:00;;;
;;OUI;;5;17;;;OUI;OUI;2022-03-10T17:57:58+01:00;;;
;;OUI;;30;1;;;OUI;OUI;2022-03-10T17:58:17+01:00;;;
;;OUI;;29;1;;;OUI;OUI;2022-03-10T17:57:23+01:00;;;
;;OUI;;1;13;;;OUI;OUI;2022-03-10T17:57:34+01:00;;;
;;OUI;;20;5;;;OUI;OUI;2022-03-10T17:57:10+01:00;;;
;;OUI;;12;18;;;OUI;OUI;2022-03-10T17:58:20+01:00;;;
;;OUI;;9;13;;;OUI;OUI;2022-03-10T17:58:18+01:00;;;
;;OUI;;29;1;;;OUI;OUI;2022-03-10T17:58:00+01:00;;;
;;OUI;;11;5;;;OUI;OUI;2022-03-10T17:54:28+01:00;;;
;;OUI;;16;8;;;OUI;OUI;2022-03-10T17:55:09+01:00;;;
;;OUI;;9;2;;;OUI;OUI;2022-03-10T17:58:45+01:00;;;
;;OUI;;33;3;;;OUI;OUI;2022-03-10T17:56:32+01:00;;;
;;OUI;;0;0;;;NON;NON;2021-02-11T10:14:41+01:00;;;
;;OUI;;18;8;;;OUI;OUI;2022-03-10T17:58:46+01:00;;;
;;OUI;;19;1;;;OUI;OUI;2022-03-10T17:57:22+01:00;;;
;;OUI;;20;5;;;OUI;OUI;2022-03-10T17:58:48+01:00;;;
;;OUI;;33;6;;;OUI;OUI;2022-03-10T17:55:58+01:00;;;
;;OUI;;35;7;;;OUI;OUI;2022-03-10T17:57:27+01:00;;;
;;OUI;;21;2;;;OUI;OUI;2022-03-10T17:58:13+01:00;;;
;;OUI;;13;15;;;OUI;OUI;2022-03-10T17:57:30+01:00;;;
;;OUI;;5;20;;;OUI;OUI;2022-03-10T17:58:25+01:00;;;
;;OUI;;19;4;;;OUI;OUI;2022-03-10T17:52:27+01:00;;;
;;OUI;;28;7;;;OUI;OUI;2022-03-10T17:58:39+01:00;;;
;;OUI;;19;2;;;OUI;OUI;2022-03-10T17:58:09+01:00;;;
;;OUI;;14;1;;;OUI;OUI;2022-03-10T17:58:18+01:00;;;
;;OUI;;7;28;;;OUI;OUI;2022-03-10T17:57:33+01:00;;;
;;OUI;;28;3;;;OUI;OUI;2022-03-10T17:54:35+01:00;;;
;;OUI;;22;9;;;OUI;OUI;2022-03-10T17:49:40+01:00;;;
;;OUI;;30;23;;;OUI;OUI;2022-03-10T17:54:08+01:00;;;
;;OUI;;17;1;;;OUI;OUI;2022-03-10T17:58:38+01:00;;;
;;OUI;;17;5;;;OUI;OUI;2022-03-10T17:58:31+01:00;;;
;;OUI;;22;1;;;OUI;OUI;2022-03-10T17:58:16+01:00;;;
;;OUI;;20;16;;;OUI;OUI;2022-03-10T17:57:27+01:00;;;
;;OUI;;13;38;;;OUI;OUI;2022-03-10T17:58:48+01:00;;;
;;OUI;;31;12;;;OUI;OUI;2022-03-10T17:58:47+01:00;;;
;;OUI;;5;29;;;OUI;OUI;2022-03-10T17:57:44+01:00;;;
;;OUI;;19;4;;;OUI;OUI;2022-03-10T17:56:55+01:00;;;
;;NON;;46;0;;;NON;NON;2022-02-22T07:22:51+01:00;;;
;;OUI;;2;13;;;OUI;OUI;2022-03-10T17:58:09+01:00;;;
;;OUI;;24;25;;;OUI;OUI;2022-03-10T17:58:03+01:00;;;
;;OUI;;16;20;;;OUI;OUI;2022-03-10T17:58:44+01:00;;;
;;OUI;;6;23;;;OUI;OUI;2022-03-10T17:58:35+01:00;;;
;;OUI;;19;2;;;OUI;OUI;2022-03-10T17:58:34+01:00;;;
;;OUI;;27;0;;;NON;NON;2022-01-18T22:07:57+01:00;;;
;;OUI;;5;16;;;OUI;OUI;2022-03-10T17:54:51+01:00;;;
;;OUI;;43;4;;;OUI;OUI;2022-03-10T17:58:19+01:00;;;
;;OUI;;15;2;;;OUI;OUI;2022-03-10T17:58:37+01:00;;;
;;OUI;;43;5;;;OUI;OUI;2022-03-10T17:58:34+01:00;;;
;;OUI;;32;2;;;OUI;OUI;2022-03-10T17:57:58+01:00;;;
;;OUI;;15;6;;;OUI;OUI;2022-03-10T17:58:01+01:00;;;
;;OUI;;14;8;;;OUI;OUI;2022-03-10T17:56:02+01:00;;;
;;OUI;;33;17;;;OUI;OUI;2022-03-10T17:57:34+01:00;;;
;;OUI;;6;21;;;OUI;OUI;2022-03-10T17:58:05+01:00;;;
;;OUI;;5;27;;;OUI;OUI;2022-03-10T17:57:26+01:00;;;
;;OUI;;16;3;;;OUI;OUI;2022-03-10T17:58:38+01:00;;;
;;OUI;;27;7;;;OUI;OUI;2022-03-10T17:54:05+01:00;;;
;;OUI;;22;11;;;OUI;OUI;2022-03-10T17:58:22+01:00;;;
;;OUI;;2;23;;;OUI;OUI;2022-03-10T17:58:36+01:00;;;
;;OUI;;57;5;;;OUI;OUI;2022-03-10T17:52:35+01:00;;;
;;OUI;;30;5;;;OUI;OUI;2022-03-10T17:58:11+01:00;;;
;;OUI;;5;21;;;OUI;OUI;2022-03-10T17:58:12+01:00;;;
;;OUI;;11;39;;;OUI;OUI;2022-03-10T17:58:40+01:00;;;
;;OUI;;5;22;;;OUI;OUI;2022-03-10T17:58:27+01:00;;;
;;OUI;;28;2;;;OUI;OUI;2022-03-10T17:58:48+01:00;;;
;;OUI;;14;26;;;OUI;OUI;2022-03-10T17:58:13+01:00;;;
;;OUI;;17;34;;;OUI;OUI;2022-03-10T17:57:37+01:00;;;
;;OUI;;18;29;;;OUI;OUI;2022-03-10T17:58:31+01:00;;;
;;OUI;;30;19;;;OUI;OUI;2022-03-10T17:57:44+01:00;;;
;;OUI;;25;4;;;OUI;OUI;2022-03-10T17:57:18+01:00;;;
;;OUI;;15;39;;;OUI;OUI;2022-03-10T17:58:26+01:00;;;
;;OUI;;4;26;;;OUI;OUI;2022-03-10T17:57:51+01:00;;;
;;OUI;;26;4;;;OUI;OUI;2022-03-10T17:58:38+01:00;;;
;;OUI;;4;12;;;OUI;OUI;2022-03-10T17:57:05+01:00;;;
;;OUI;;25;3;;;OUI;OUI;2022-03-10T17:53:56+01:00;;;
;;OUI;;15;29;;;OUI;OUI;2022-03-10T17:58:20+01:00;;;
;;OUI;;12;7;;;OUI;OUI;2022-03-10T17:57:33+01:00;;;
;;OUI;;21;3;;;OUI;OUI;2022-03-10T17:55:54+01:00;;;
;;OUI;;12;15;;;OUI;OUI;2022-03-10T17:58:11+01:00;;;
;;OUI;;1;33;;;OUI;OUI;2022-03-10T17:58:46+01:00;;;
;;OUI;;34;8;;;OUI;OUI;2022-03-10T17:56:30+01:00;;;
;;OUI;;41;15;;;OUI;OUI;2022-03-10T17:58:08+01:00;;;
;;OUI;;14;21;;;OUI;OUI;2022-03-10T17:57:08+01:00;;;
;;OUI;;5;21;;;OUI;OUI;2022-03-10T17:58:10+01:00;;;
;;OUI;;12;16;;;OUI;OUI;2022-03-10T17:58:30+01:00;;;
;;OUI;;14;29;;;OUI;OUI;2022-03-10T17:58:46+01:00;;;
;;OUI;;17;1;;;OUI;OUI;2022-03-10T17:55:52+01:00;;;
;;OUI;;10;23;;;OUI;OUI;2022-03-10T17:58:18+01:00;;;
;;OUI;;18;3;;;OUI;OUI;2022-03-10T17:54:46+01:00;;;
;;OUI;;17;28;;;OUI;OUI;2022-03-10T17:58:16+01:00;;;
;;OUI;;35;3;;;OUI;OUI;2022-03-10T17:58:45+01:00;;;
;;OUI;;24;1;;;NON;NON;2022-01-06T16:54:17+01:00;;;
;;OUI;;50;6;;;OUI;OUI;2022-03-10T17:56:02+01:00;;;
;;OUI;;38;4;;;OUI;OUI;2022-03-10T17:58:40+01:00;;;
;;OUI;;12;14;;;OUI;OUI;2022-03-10T17:56:47+01:00;;;
;;OUI;;40;7;;;OUI;OUI;2022-03-10T17:58:27+01:00;;;
;;OUI;;34;5;;;OUI;OUI;2022-03-10T17:57:14+01:00;;;
;;OUI;;24;6;;;OUI;OUI;2022-03-10T17:58:40+01:00;;;
;;OUI;;12;3;;;OUI;OUI;2022-03-10T17:57:24+01:00;;;
;;OUI;;2;20;;;OUI;OUI;2022-03-10T17:58:36+01:00;;;
;;OUI;;15;47;;;OUI;OUI;2022-03-10T17:58:39+01:00;;;
;;OUI;;23;1;;;OUI;OUI;2022-03-10T17:57:55+01:00;;;
;;OUI;;3;24;;;OUI;OUI;2022-03-10T17:56:52+01:00;;;
;;OUI;;19;3;;;OUI;OUI;2022-03-10T17:56:28+01:00;;;
;;OUI;;11;15;;;OUI;OUI;2022-03-10T17:57:48+01:00;;;
;;OUI;;30;2;;;OUI;OUI;2022-03-10T17:55:51+01:00;;;
;;OUI;;20;4;;;OUI;OUI;2022-03-10T17:58:07+01:00;;;
;;OUI;;29;13;;;OUI;OUI;2022-03-10T17:58:39+01:00;;;
;;OUI;;19;2;;;OUI;OUI;2022-03-10T17:58:45+01:00;;;
;;OUI;;13;4;;;OUI;OUI;2022-03-10T17:58:02+01:00;;;
;;OUI;;19;5;;;OUI;OUI;2022-03-10T17:58:45+01:00;;;
;;OUI;;2;53;;;OUI;OUI;2022-03-10T17:57:40+01:00;;;
;;OUI;;4;19;;;OUI;OUI;2022-03-10T17:58:26+01:00;;;
;;OUI;;4;61;;;OUI;OUI;2022-03-10T17:57:15+01:00;;;
;;OUI;;40;0;;;OUI;OUI;2022-03-10T17:53:57+01:00;;;
;;OUI;;28;1;;;OUI;OUI;2022-03-10T17:57:58+01:00;;;
;;OUI;;14;1;;;OUI;OUI;2022-03-10T17:53:31+01:00;;;
;;OUI;;8;12;;;OUI;OUI;2022-03-10T17:58:07+01:00;;;
;;OUI;;8;25;;;OUI;OUI;2022-03-10T17:57:21+01:00;;;
;;OUI;;8;13;;;OUI;OUI;2022-03-10T17:58:08+01:00;;;
;;OUI;;37;1;;;OUI;OUI;2022-03-10T17:58:10+01:00;;;
;;OUI;;23;0;;;OUI;OUI;2022-03-10T17:57:24+01:00;;;
;;OUI;;7;17;;;OUI;OUI;2022-03-10T17:58:37+01:00;;;
;;OUI;;49;1;;;OUI;OUI;2022-03-10T17:58:20+01:00;;;
;;OUI;;20;6;;;OUI;OUI;2022-03-10T17:58:48+01:00;;;
;;OUI;;0;32;;;OUI;OUI;2022-03-10T17:58:27+01:00;;;
;;OUI;;2;34;;;OUI;OUI;2022-03-10T17:58:45+01:00;;;
;;OUI;;18;3;;;OUI;OUI;2022-03-10T17:49:44+01:00;;;
;;OUI;;15;5;;;OUI;OUI;2022-03-10T17:57:00+01:00;;;
;;OUI;;20;8;;;OUI;OUI;2022-03-10T17:54:36+01:00;;;
;;OUI;;18;2;;;OUI;OUI;2022-03-10T17:58:23+01:00;;;
;;OUI;;45;0;;;OUI;OUI;2022-03-10T17:58:43+01:00;;;
;;OUI;;20;4;;;OUI;OUI;2022-03-10T17:58:05+01:00;;;
;;OUI;;16;2;;;OUI;OUI;2022-03-10T17:55:08+01:00;;;
;;OUI;;38;9;;;OUI;OUI;2022-03-10T17:58:39+01:00;;;
;;OUI;;25;6;;;OUI;OUI;2022-03-10T17:54:53+01:00;;;
;;OUI;;19;4;;;OUI;OUI;2022-03-10T17:57:46+01:00;;;
;;OUI;;46;6;;;OUI;OUI;2022-03-10T17:58:27+01:00;;;
;;OUI;;46;3;;;OUI;OUI;2022-03-10T17:58:03+01:00;;;
;;OUI;;7;12;;;OUI;OUI;2022-03-10T17:58:43+01:00;;;
;;OUI;;21;3;;;OUI;OUI;2022-03-10T17:58:38+01:00;;;
;;OUI;;11;19;;;OUI;OUI;2022-03-10T17:57:58+01:00;;;
;;OUI;;34;9;;;OUI;OUI;2022-03-10T17:53:53+01:00;;;
;;OUI;;33;1;;;OUI;OUI;2022-03-10T17:57:34+01:00;;;
;;OUI;;43;12;;;OUI;OUI;2022-03-10T17:52:31+01:00;;;
;;OUI;;18;5;;;OUI;OUI;2022-03-10T17:57:53+01:00;;;
;;OUI;;3;4;;;OUI;OUI;2022-03-10T17:51:41+01:00;;;
;;OUI;;30;2;;;OUI;OUI;2022-03-10T17:53:58+01:00;;;
;;OUI;;23;4;;;OUI;OUI;2022-03-10T17:57:34+01:00;;;
;;OUI;;5;21;;;OUI;OUI;2022-03-10T17:56:41+01:00;;;
;;OUI;;22;3;;;OUI;OUI;2022-03-10T17:57:16+01:00;;;
;;OUI;;1;24;;;OUI;OUI;2022-03-10T17:56:05+01:00;;;
;;OUI;;21;5;;;OUI;OUI;2022-03-10T17:56:04+01:00;;;
;;OUI;;4;33;;;OUI;OUI;2022-03-10T17:57:41+01:00;;;
;;OUI;;20;17;;;OUI;OUI;2022-03-10T17:58:24+01:00;;;
;;OUI;;24;10;;;OUI;OUI;2022-03-10T17:58:02+01:00;;;
