id;station;working;capacity;avail. station;avail. bike;mech. bike;elec. bike;atm;bike return;data actualization;geo;commune;arrond
11104;Charonne - Robert et Sonia Delauney;True;20;16;4;1;3;True;True;2022-03-11T16:57:09+01:00;48.85590755596891,2.3925706744194035;Paris;75111
16107;Benjamin Godard - Victor Hugo;True;35;21;14;6;8;True;True;2022-03-11T16:58:18+01:00;48.865983,2.275725;Paris;75116
9020;Toudouze - Clauzel;True;21;17;4;1;3;True;True;2022-03-11T16:55:35+01:00;48.87929591733507,2.3373600840568547;Paris;75109
5001;Harpe - Saint-Germain;True;45;25;18;15;3;True;True;2022-03-11T17:02:01+01:00;48.85151881501689,2.343670316040516;Paris;75105
12109;Mairie du 12ème;True;30;15;15;7;8;True;True;2022-03-11T17:02:06+01:00;48.84085531176338,2.3875549435615544;Paris;75112
14014;Jourdan - Stade Charléty;True;60;54;6;2;4;True;True;2022-03-11T16:59:02+01:00;48.819428333369,2.3433353751898;Paris;75113
14111;Cassini - Denfert-Rochereau;True;25;22;2;1;1;True;True;2022-03-11T16:59:54+01:00;48.83752583906732,2.336035408079624;Paris;75114
10013;Alibert - Jemmapes;True;60;39;20;20;0;True;True;2022-03-11T17:01:04+01:00;48.8710440519842,2.366104461987773;Paris;75110
6003;Saint-Sulpice;True;21;8;12;10;2;True;True;2022-03-11T16:59:57+01:00;48.85165383178419,2.3308077827095985;Paris;75106
8026;Messine - Place Du Pérou;True;12;1;11;3;8;True;True;2022-03-11T17:01:58+01:00;48.875448033960744,2.315508019010038;Paris;75108
13007;Le Brun - Gobelins;True;48;36;11;4;7;True;True;2022-03-11T16:59:17+01:00;48.835092787823875,2.353468135133752;Paris;75113
5110;Lacépède - Monge;True;23;17;6;1;5;True;True;2022-03-11T17:00:49+01:00;48.84389286531899,2.3519663885235786;Paris;75105
6108;Saint-Romain - Cherche-Midi;True;17;6;11;10;1;True;True;2022-03-11T17:00:34+01:00;48.84708159081946,2.321374788880348;Paris;75106
33006;André Karman - République;True;31;22;7;3;4;True;True;2022-03-11T17:01:02+01:00;48.91039875761846,2.3851355910301213;Aubervilliers;93001
42016;Pierre et Marie Curie - Maurice Thorez;True;27;18;8;7;1;True;True;2022-03-11T16:55:43+01:00;48.81580226360801,2.376804985105991;Ivry-sur-Seine;94041
6021;Beaux-Arts - Bonaparte;True;20;2;18;10;8;True;True;2022-03-11T17:01:57+01:00;48.856451985395786,2.334851883351803;Paris;75106
41301;Bois de Vincennes - Gare;True;50;41;7;1;6;True;True;2022-03-11T17:00:06+01:00;48.836022242886884,2.4708339950830287;Nogent-sur-Marne;94052
7003;Square Boucicaut;True;60;20;40;20;20;True;True;2022-03-11T17:02:28+01:00;48.851296433665276,2.325061820447445;Paris;75107
21010;Silly - Galliéni;True;25;8;17;8;9;True;True;2022-03-11T17:00:11+01:00;48.835583838705936,2.2325500845909123;Boulogne-Billancourt;92012
7001;Invalides - Duroc;True;29;16;13;7;6;True;True;2022-03-11T17:00:04+01:00;48.8477924732952,2.3161920905113225;Paris;75107
25006;Place Nelson Mandela;True;22;17;1;0;1;True;True;2022-03-11T17:02:03+01:00;48.862090937689715,2.196576297283173;Rueil-Malmaison;92063
11025;Froment - Bréguet;True;43;19;24;21;3;True;True;2022-03-11T16:55:34+01:00;48.8570414504784,2.37289470306807;Paris;75111
17026;Jouffroy d'Abbans - Wagram;True;40;34;5;4;1;True;True;2022-03-11T16:59:56+01:00;48.881973298351625,2.301132157444954;Paris;75117
15047;Morillons - Dantzig;True;52;52;0;0;0;True;True;2022-03-11T17:01:50+01:00;48.83310149953933,2.299380004405976;Paris;75115
17038;Grande Armée - Brunel;True;62;39;10;3;7;True;True;2022-03-11T17:01:16+01:00;48.876116,2.288124;Paris;75117
17025;Chazelles - Courcelles;True;35;33;2;0;2;True;True;2022-03-11T17:02:24+01:00;48.879406604954,2.3034455627202988;Paris;75117
17041;Guersant - Gouvion-Saint-Cyr;True;36;28;8;4;4;True;True;2022-03-11T16:59:20+01:00;48.88287775178599,2.287667370814871;Paris;75117
13101;Croulebarde - Corvisart;True;34;21;9;9;0;True;True;2022-03-11T16:58:20+01:00;48.830981659316855,2.3481646925210953;Paris;75113
7002;Vaneau - Sèvres;True;35;27;8;6;2;True;True;2022-03-11T17:01:17+01:00;48.84856323305935,2.3204218259345537;Paris;75107
20143;Ramponeau - Belleville;True;44;35;9;2;7;True;True;2022-03-11T16:58:19+01:00;48.871031137596006,2.3790568521139748;Paris;75120
5016;Thouin - Cardinal Lemoine;True;17;10;7;2;5;True;True;2022-03-11T17:01:13+01:00;48.84504716661511,2.3494647851273465;Paris;75105
14108;Le Brix et Mesmin - Jourdan;True;21;20;1;1;0;True;True;2022-03-11T17:00:04+01:00;48.82234096593411,2.327861653302471;Paris;75114
17048;De Toqueville - Terrasse;True;30;30;0;0;0;True;True;2022-03-11T16:58:26+01:00;48.882428,2.314002;Paris;75117
31024;Romainville - Vaillant-Couturier;True;38;29;7;2;5;True;True;2022-03-11T17:02:06+01:00;48.86785,2.446748;Montreuil;93048
15026;Bir Hakeim;True;33;3;30;28;2;True;True;2022-03-11T17:02:25+01:00;48.853844054333514,2.289705348222022;Paris;75115
17044;Porte de Saint-Ouen - Bessières;True;42;8;34;30;4;True;True;2022-03-11T17:01:59+01:00;48.89792240854517,2.32851451022192;Paris;75117
47007;Liberté - Vert-de-Maisons;True;20;12;8;2;6;True;True;2022-03-11T17:00:19+01:00;48.79014780960843,2.43286281824112;Maisons-Alfort;94046
19033;Cambrai - Benjamin Constant;True;43;32;11;8;3;True;True;2022-03-11T16:57:13+01:00;48.89594736851349,2.381133802246315;Paris;75119
16118;Michel-Ange - Parent de Rosan;True;26;0;1;1;0;False;False;2022-03-11T16:55:58+01:00;48.840579923690115,2.2584119439125065;Paris;75116
8050;Boétie - Ponthieu;True;33;4;27;13;14;True;True;2022-03-11T17:00:04+01:00;48.871417284354834,2.307678759098053;Paris;75108
92002;Théâtre des Amandiers - Palais des sports;True;24;7;16;0;16;True;True;2022-03-11T17:02:12+01:00;48.89264852683893,2.2136941552162175;Nanterre;92050
43002;Lagny - Victor Basch;True;26;10;16;12;4;True;True;2022-03-11T17:00:01+01:00;48.84884147189881,2.426325418925233;Vincennes;94080
6029;Vaugirard - Monsieur le Prince;True;26;10;15;5;10;True;True;2022-03-11T17:02:19+01:00;48.848951441614176,2.3411329463124275;Paris;75106
16138;Saint-Cloud - Hippodrome;True;30;19;10;8;2;True;True;2022-03-11T17:01:28+01:00;48.85772148887421,2.2549109905958176;Paris;75116
31028;Raspail Barbès;True;28;20;8;5;3;True;True;2022-03-11T17:00:25+01:00;48.8529945,2.4247387;Montreuil;93048
21216;Louis Lejeune - Barbès;True;25;21;3;1;2;True;True;2022-03-11T16:58:09+01:00;48.81807418981508,2.3267009854316716;Montrouge;92049
44017;Jules Guesde - Pont du Port à l'Anglais;True;30;8;22;19;3;True;True;2022-03-11T17:01:31+01:00;48.79628807093802,2.417212128639221;Vitry-sur-Seine;94081
15068;Général Martial Valin - Pont du Garigliano;True;16;14;1;0;1;True;True;2022-03-11T17:02:06+01:00;48.83823094269141,2.270506024360657;Paris;75115
2017;Caire - Dussoubs;True;40;3;37;36;1;True;True;2022-03-11T17:01:32+01:00;48.86785342111862,2.349364310503006;Paris;75102
22207;Rond-point du Dr Albert Schweitzer;True;22;18;4;3;1;True;True;2022-03-11T16:59:36+01:00;48.78980918988166,2.3143940046429634;Bagneux;92007
9008;Tour d'Auvergne - Rodier;True;17;14;3;1;2;True;True;2022-03-11T16:58:10+01:00;48.879161,2.343698;Paris;75109
7004;Raspail - Varenne;True;18;4;14;13;1;True;True;2022-03-11T17:01:56+01:00;48.85314781654488,2.3263905197381973;Paris;75107
8103;Artois - Berri;True;23;3;19;3;16;True;True;2022-03-11T17:01:23+01:00;48.87393521240818,2.3064258322119713;Paris;75108
13030;Italie - Tolbiac;True;21;18;3;1;2;True;True;2022-03-11T16:57:11+01:00;48.82557229464416,2.3576171323657036;Paris;75113
8048;Marceau - Chaillot;True;21;2;19;2;17;True;True;2022-03-11T17:02:28+01:00;48.86883394989261,2.2989967837929726;Paris;75108
19027;Serrurier;True;18;17;1;1;0;True;True;2022-03-11T17:01:27+01:00;48.8804934032465,2.39806417375803;Paris;75119
18111;Félix Ziem - Armand Gauthier;True;25;25;0;0;0;True;True;2022-03-11T17:01:19+01:00;48.88949630486821,2.333393658804396;Paris;75118
14013;Liard - Amiral Mouchez;True;14;9;5;4;1;True;True;2022-03-11T16:56:36+01:00;48.8214169,2.342167;Paris;75114
48003;Youri Gagarine - Karl Marx;True;22;20;2;0;2;True;True;2022-03-11T16:54:21+01:00;48.78448485079149,2.35908430069685;Villejuif;94076
7011;Las Cases - Bourgogne;True;22;3;19;16;3;True;True;2022-03-11T17:01:30+01:00;48.85909110474066,2.3185685276985173;Paris;75107
18134;Ney - Porte de Clignancourt;True;25;17;7;6;1;True;True;2022-03-11T16:54:46+01:00;48.8978867,2.3458001;Paris;75118
16110;Octave Feuillet - Albéric Magnard;True;21;20;1;0;1;True;True;2022-03-11T16:57:29+01:00;48.86106902949534,2.2730283066630363;Paris;75116
14002;Edgar Quinet - Raspail;True;46;32;14;13;1;True;True;2022-03-11T17:02:15+01:00;48.83940266673835,2.32971478253603;Paris;75114
43009;Place Jean-Spire-Lemaître;True;50;35;15;11;4;True;True;2022-03-11T17:01:03+01:00;48.8468428626593,2.452062070369721;Vincennes;94033
9014;Faubourg Montmartre - La Fayette;True;35;28;6;5;1;True;True;2022-03-11T16:55:32+01:00;48.87525454905335,2.340853661298752;Paris;75109
8053;Place Georges Guillaumin;True;29;14;15;5;10;True;True;2022-03-11T16:58:54+01:00;48.874750203956566,2.301771435325988;Paris;75108
17032;Jean Oestreicher - Porte de Champerret;True;21;9;12;3;9;True;True;2022-03-11T17:01:20+01:00;48.88655580065981,2.288640439510346;Paris;75117
9001;Bellefond - Poissonnière;True;17;15;1;0;1;True;True;2022-03-11T16:59:41+01:00;48.87759897050706,2.348463758826256;Paris;75109
8016;Square Louis XVI;True;29;9;20;17;3;True;True;2022-03-11T17:01:32+01:00;48.87320440102894,2.323658830743138;Paris;75108
10115;Granges aux Belles;True;27;24;2;0;2;True;True;2022-03-11T16:59:20+01:00;48.8761373390584,2.3680844979417;Paris;75110
10162;Alexandre Parodi - Quai de Valmy;True;24;22;1;1;0;True;True;2022-03-11T16:53:45+01:00;48.87935941942529,2.366596162319184;Paris;75110
10029;Dunkerque - Rocroy;True;24;22;1;0;1;True;True;2022-03-11T17:00:03+01:00;48.880726,2.351464;Paris;75110
13118;Regnault - Patay;True;63;32;30;21;9;True;True;2022-03-11T17:02:29+01:00;48.82435782216384,2.377065159380436;Paris;75113
5005;Gay Lussac - Saint-Jacques;True;24;13;11;3;8;True;True;2022-03-11T17:02:04+01:00;48.844730256132095,2.341923944866407;Paris;75105
10161;Gare de l'Est - Faubourg-Saint-Martin;True;32;19;11;4;7;True;True;2022-03-11T17:00:41+01:00;48.87564264747718,2.3594588041305546;Paris;75110
41303;Gare de Nogent-le-Perreux;True;32;4;27;22;5;True;True;2022-03-11T16:59:00+01:00;48.83842553348809,2.493693307042122;Nogent-sur-Marne;94052
7018;Ségur - d'Estrées;True;19;9;10;8;2;True;True;2022-03-11T16:55:59+01:00;48.85141997898257,2.3097044974565506;Paris;75107
12031;Gabriel Lamé;True;36;0;35;28;7;True;True;2022-03-11T17:01:15+01:00;48.8351212784276,2.385534569621086;Paris;75112
9002;Abbeville - Faubourg Poissonnière;True;14;11;2;0;2;True;True;2022-03-11T17:00:34+01:00;48.879223,2.349147;Paris;75110
5022;Boulangers - Cardinal Lemoine;True;20;2;17;8;9;True;True;2022-03-11T16:57:53+01:00;48.8462904,2.3521495;Paris;75105
17040;Pereire - Ternes;True;48;47;1;0;1;True;True;2022-03-11T16:57:57+01:00;48.87973954830735,2.288012132048607;Paris;75117
9106;Boudreau - Auber;True;14;7;7;5;2;True;True;2022-03-11T17:00:24+01:00;48.87219,2.329423;Paris;75109
9038;Douai - Bruxelles;True;27;26;1;0;1;True;True;2022-03-11T16:59:47+01:00;48.88320784122797,2.3308449949028507;Paris;75118
1001;Quai de l'Horloge - Pont Neuf;True;17;7;9;1;8;True;True;2022-03-11T17:02:02+01:00;48.857058739111096,2.341798283943937;Paris;75101
8009;Gare Saint-Lazare - Isly;True;27;15;11;10;1;True;True;2022-03-11T17:02:25+01:00;48.874777677621296,2.326515804784655;Paris;75109
17008;Porte Pouchet-Bessières;True;23;5;17;8;9;True;True;2022-03-11T17:01:06+01:00;48.8978765,2.3230632;Paris;75117
19105;Ambroise Rendu - Porte Brunet;True;17;14;3;0;3;True;True;2022-03-11T16:59:39+01:00;48.883667,2.395733;Paris;75119
15112;Vigée-Lebrun - Anselme Payen;True;24;24;0;0;0;True;True;2022-03-11T17:02:00+01:00;48.838683941628375,2.3110422492027287;Paris;75115
31103;Gare Rosny-Bois-Perrier;True;36;10;25;4;21;True;True;2022-03-11T17:00:56+01:00;48.88115023337061,2.480436824262142;Rosny-sous-Bois;93064
7025;Octave Gréard - Tour Eiffel;True;33;4;28;16;12;True;True;2022-03-11T17:02:13+01:00;48.856502977695634,2.293178754328878;Paris;75107
6001;Institut de France;True;17;1;16;7;9;True;True;2022-03-11T17:00:45+01:00;48.85761567856468,2.335831353037739;Paris;75106
31706;Château - République;True;26;17;8;0;8;True;True;2022-03-11T17:00:41+01:00;48.8629238005955,2.415503561496735;Bagnolet;93006
10025;Jemmapes - Ecluses Saint-Martin;True;15;9;5;2;3;True;True;2022-03-11T17:02:31+01:00;48.87748519186726,2.3660067468881607;Paris;75110
22409;Henri Barbusse - Stalingrad;True;16;14;2;1;1;True;True;2022-03-11T17:02:11+01:00;48.814183748660554,2.2872862592339516;Malakoff;92046
19015;Thionville - Ourcq;True;24;20;3;0;3;True;True;2022-03-11T17:00:00+01:00;48.88917613743794,2.3833653330802917;Paris;75119
5020;Institut du Monde Arabe - Saint-Germain;True;40;4;33;27;6;True;True;2022-03-11T17:02:09+01:00;48.84906329950134,2.3558086529374123;Paris;75105
26003;Argenteuil - Voltaire;True;16;16;0;0;0;True;True;2022-03-11T16:52:44+01:00;48.91864865955558,2.2814112156629562;Asnières-sur-Seine;92004
17012;Mairie du 17ème;True;24;21;3;0;3;True;True;2022-03-11T17:00:58+01:00;48.88416184871573,2.322079431103719;Paris;75117
17004;Legendre - Clichy;True;40;29;10;1;9;True;True;2022-03-11T16:56:29+01:00;48.88896161855884,2.322528975094376;Paris;75117
19003;Quai de la Seine;True;24;20;3;0;3;True;True;2022-03-11T16:59:28+01:00;48.884492238407525,2.3703941702842717;Paris;75119
18107;Chartres - La Charbonnière;True;34;34;0;0;0;True;True;2022-03-11T16:58:33+01:00;48.8847601,2.3534657;Paris;75118
8036;Lisbonne - Monceau;True;33;2;31;3;28;True;True;2022-03-11T17:01:31+01:00;48.87745567681383,2.309694221419506;Paris;75108
12151;Gare de Lyon - Place Louis Armand;True;60;1;55;52;3;True;True;2022-03-11T17:02:31+01:00;48.8455150897939,2.3726498446286;Paris;75112
31024_relais;Romainville - Vaillant-couturier;True;0;0;0;0;0;True;True;2022-03-11T17:01:29+01:00;48.868054,2.4470495;Montreuil;93048
16026;Ranelagh - Mozart;True;23;13;9;2;7;True;True;2022-03-11T17:00:37+01:00;48.8554439,2.2704418;Paris;75116
92007;Pesaro - Préfecture;True;22;2;19;6;13;True;True;2022-03-11T16:57:15+01:00;48.89577046284005,2.223908342421055;Nanterre;92050
9028;Moncey - Blanche;True;17;11;6;1;5;True;True;2022-03-11T17:00:23+01:00;48.88006587474148,2.3310810327529907;Paris;75109
9022;Rossini - Laffitte;True;33;3;29;16;13;True;True;2022-03-11T16:58:14+01:00;48.87334627510507,2.337980867701675;Paris;75109
20042;Pyrénées - Emmery;True;40;39;1;1;0;True;True;2022-03-11T16:59:48+01:00;48.872010281270974,2.392039597034455;Paris;75120
10107;Gare du Nord - Hôpital Lariboisière;True;49;46;3;1;2;True;True;2022-03-11T16:55:33+01:00;48.881949,2.352339;Paris;75110
11002;Roquette - Thiéré;True;23;9;14;11;3;True;True;2022-03-11T17:01:41+01:00;48.85507930579506,2.3733686318721463;Paris;75111
11027;Saint-Ambroise - Parmentier;True;38;29;9;1;8;True;True;2022-03-11T17:01:42+01:00;48.86214784454763,2.3772348091006275;Paris;75111
45003;11 Novembre 1918 - 8 Mai 1945;True;36;30;6;1;5;True;True;2022-03-11T16:54:40+01:00;48.80889533774377,2.5382421165704727;Champigny-sur-Marne;94017
17043;Belidor - Gouvion-Saint-Cyr;True;39;24;14;6;8;True;True;2022-03-11T17:00:11+01:00;48.88022154052015,2.2854680567979813;Paris;75117
31009;Place Du Général De Gaulle;True;26;24;1;0;1;True;True;2022-03-11T16:57:53+01:00;48.8687591,2.4329931;Montreuil;93048
19026;Place de Rhin et Danube;True;17;15;2;0;2;True;True;2022-03-11T16:59:24+01:00;48.88192765861766,2.392586767673493;Paris;75119
17030;Pereire - Rennequin;True;23;21;1;0;1;True;True;2022-03-11T16:54:53+01:00;48.88364782887555,2.2952447086572647;Paris;75117
16039;Exelmans - Versailles;True;49;32;17;14;3;True;True;2022-03-11T17:00:15+01:00;48.84097491091973,2.264390252530575;Paris;75116
12111;Claude Decaen - Cannebière;True;27;24;3;0;3;True;True;2022-03-11T16:58:47+01:00;48.83761417037952,2.397253782195704;Paris;75112
11023;Saint-Maur - Roquette;True;46;41;5;1;4;True;True;2022-03-11T16:57:22+01:00;48.858688774062955,2.383553994571467;Paris;75111
8034;Berri - Haussmann;True;35;15;20;12;8;True;True;2022-03-11T17:02:00+01:00;48.874746047357135,2.3082953318953514;Paris;75108
11047;Amelot - Saint-Sébastien;True;30;1;26;18;8;True;True;2022-03-11T17:00:11+01:00;48.86114216276092,2.367799618107727;Paris;75111
19043;Delphine Seyrig - Général Leclerc;True;53;44;8;2;6;True;True;2022-03-11T17:01:48+01:00;48.893923963057865,2.39790290594101;Pantin;93055
43401;Gare RER - Canadiens;True;45;30;14;4;10;True;True;2022-03-11T17:00:07+01:00;48.81995307955795,2.464176752459464;Joinville-le-Pont;94042
5032;Panthéon - Valette;True;39;21;18;0;18;True;True;2022-03-11T16:59:04+01:00;48.84702057165222,2.3464982619671075;Paris;75105
6006;Notre-Dame-des-Champs - Stanislas;True;19;8;11;10;1;True;True;2022-03-11T16:56:42+01:00;48.84479928858768,2.329337755887181;Paris;75106
14020;Cimetière de Montrouge;True;58;56;2;2;0;True;True;2022-03-11T16:59:02+01:00;48.822009,2.322188699;Paris;75114
12128;Pyramide - Ecole du Breuil;True;34;19;15;12;3;True;True;2022-03-11T17:00:18+01:00;48.82237977153955,2.4586871266365056;Paris;75112
15067;Desaix - Edgar Faure;True;12;2;10;6;4;True;True;2022-03-11T17:00:11+01:00;48.852804604940296,2.293077029857222;Paris;75115
14003;Schoelcher - Raspail;True;50;46;3;0;3;True;True;2022-03-11T17:02:31+01:00;48.83681733526843,2.3312794080411474;Paris;75114
26002;Redoute - Les Courtilles;True;32;7;25;11;14;True;True;2022-03-11T17:00:04+01:00;48.92986719451888,2.283669635653496;Asnières-sur-Seine;92004
46002;Rouget de Lisle;True;35;24;11;6;5;True;True;2022-03-11T16:57:43+01:00;48.764615483395254,2.4071189761161804;Choisy-le-Roi;94022
8010;Liège - Moscou;True;17;12;5;3;2;True;True;2022-03-11T17:00:36+01:00;48.8795431,2.3264628;Paris;75108
11113;Richard Lenoir - Republique;True;58;44;12;9;3;True;True;2022-03-11T17:01:50+01:00;48.8667175,2.3692541;Paris;75111
31022;Mairie de Montreuil;True;52;38;14;2;12;True;True;2022-03-11T17:01:52+01:00;48.86131452758348,2.440614402294159;Montreuil;93048
41302;Charles de Gaulle - Beauté;True;49;42;6;1;5;True;True;2022-03-11T16:59:07+01:00;48.83649602312711,2.479562651149885;Nogent-sur-Marne;94052
19101;Square Simon Bolivar;True;24;23;1;1;0;True;True;2022-03-11T17:01:37+01:00;48.8750898883217,2.3826304078102116;Paris;75119
21212;Marne - Germain Dardan;True;22;19;3;1;2;True;True;2022-03-11T17:02:24+01:00;48.81154270401601,2.303070724010468;Montrouge;92049
18003;Cimetière de Montmartre;True;43;41;2;0;2;True;True;2022-03-11T17:00:18+01:00;48.886472466141925,2.3328901827335358;Paris;75118
42706;Roger Salengro - Fontainebleau;True;25;18;7;2;5;True;True;2022-03-11T17:01:50+01:00;48.814548697324845,2.36116636544466;Le Kremlin-Bicêtre;94043
10016;Récollets - Square Villemin;True;17;13;3;1;2;True;True;2022-03-11T17:00:22+01:00;48.875034655883944,2.359801238597928;Paris;75110
15042;Henry Farman;True;16;1;14;9;5;True;True;2022-03-11T17:01:19+01:00;48.83372430280548,2.2713854536414146;Paris;75115
33017;Anatole France - President Roosevelt;True;29;18;9;6;3;True;True;2022-03-11T17:01:23+01:00;48.9155156,2.3814103;Aubervilliers;93001
19044;Grands Moulins de Pantin;True;50;40;10;4;6;True;True;2022-03-11T16:58:51+01:00;48.89738369720229,2.3959985375404362;Paris;93055
20112;Jourdain - Place des Grandes Rigoles;True;22;22;0;0;0;True;True;2022-03-11T16:53:27+01:00;48.87403113727167,2.38959476351738;Paris;75120
43008;Fontenay - Libération;True;25;18;6;3;3;True;True;2022-03-11T17:02:26+01:00;48.84780306364685,2.445141971111298;Vincennes;94080
8045;Place de la Reine Astrid;True;58;22;36;20;16;True;True;2022-03-11T17:00:09+01:00;48.86492098253841,2.302549182385926;Paris;75108
33102;Gabriel Péri - Francisco Ferrer;True;18;17;1;0;1;True;True;2022-03-11T16:54:40+01:00;48.88633710236977,2.407338917255402;Le Pré-Saint-Gervais;93061
18011;Pajol - Place Herbert;True;39;31;8;1;7;True;True;2022-03-11T17:01:10+01:00;48.8927825,2.3635598;Paris;75118
21312;Lucie Aubrac - Fort;True;30;27;3;0;3;True;True;2022-03-11T17:02:07+01:00;48.818144834008976,2.271184623241425;Issy-les-Moulineaux;92040
15104;Hôpital Européen Georges Pompidou;True;64;22;39;35;4;True;True;2022-03-11T16:57:06+01:00;48.83769531916335,2.275374233722687;Paris;75115
13001;Port-Royal - Hôpital du Val-de-Grâce;True;18;9;9;5;4;True;True;2022-03-11T17:02:29+01:00;48.8376682728114,2.344813834660711;Paris;75113
44006;Concorde - Stalingrad;True;35;24;10;2;8;True;True;2022-03-11T17:01:01+01:00;48.7985844,2.3821302;Vitry-sur-Seine;94081
19120;Carducci - Place Hannah Arendt;True;27;24;2;0;2;True;True;2022-03-11T16:56:56+01:00;48.877436681515796,2.3860743641853337;Paris;75119
22202;Jean Marin Naudin - Stalingrad;True;30;21;8;2;6;True;True;2022-03-11T17:01:15+01:00;48.805713897355375,2.320202328264713;Bagneux;92007
19103;Manin - Carrières d'Amérique;True;20;2;17;11;6;True;True;2022-03-11T17:02:10+01:00;48.88467214209463,2.3919698596000676;Paris;75119
5004;Saint-Jacques - Val de Grâce;True;20;16;3;0;3;True;True;2022-03-11T16:58:10+01:00;48.8417514,2.3413893;Paris;75105
20037;Gambetta - Saint Fargeau;True;24;23;1;0;1;True;True;2022-03-11T17:01:45+01:00;48.871244610447015,2.4039056897163396;Paris;75120
21306;Place Lafayette;True;62;12;48;26;22;True;True;2022-03-11T17:02:08+01:00;48.829654975522296,2.263867557048798;Issy-les-Moulineaux;92040
5018;Mutualité;True;37;2;34;21;13;True;True;2022-03-11T17:02:15+01:00;48.8482255727241,2.350287325680256;Paris;75105
12114;Victor Hugo - Jeanne Jugan;True;28;23;5;2;3;True;True;2022-03-11T17:00:49+01:00;48.843949064031825,2.415081394834419;Paris;75112
8017;Rocher - Laborde;True;65;29;36;20;16;True;True;2022-03-11T17:01:30+01:00;48.87590240712654,2.322616316378116;Paris;75108
14138;Porte de Vanves;True;32;27;3;0;3;True;True;2022-03-11T17:02:12+01:00;48.82801284944511,2.3056878894567485;Paris;75114
15106;Grenelle - Violet;True;35;5;30;28;2;True;True;2022-03-11T17:01:22+01:00;48.84993035512154,2.294612042605877;Paris;75115
46003;Conservatoire de Musique;True;25;15;10;8;2;True;True;2022-03-11T16:58:44+01:00;48.77093586667601,2.4034014344215398;Choisy-le-Roi;94022
14106;Marc Sangnier - Porte de Vanves;True;21;19;2;1;1;True;True;2022-03-11T17:00:32+01:00;48.825218683556734,2.3107116669416428;Paris;75114
41209;Cimetière de Fontenay-sous-Bois;True;15;10;5;1;4;True;True;2022-03-11T16:50:41+01:00;48.84706173362218,2.4787822365760808;Fontenay-sous-Bois;94033
18046;Etienne Jodelle - Saint Ouen;True;33;28;4;0;4;True;True;2022-03-11T16:59:03+01:00;48.88794016394694,2.326124420314341;Paris;75117
10024;Buisson Saint-Louis - Saint-Maur;True;19;17;2;1;1;True;True;2022-03-11T16:58:55+01:00;48.87174684930295,2.3722528328789854;Paris;75110
22406;Guy Môquet - Etienne Dolet;True;23;14;9;1;8;True;True;2022-03-11T16:57:36+01:00;48.81527009991819,2.298078276995073;Malakoff;92046
15105;Fédération - Suffren;True;25;4;21;17;4;True;True;2022-03-11T17:00:01+01:00;48.852828153442346,2.2978776320815086;Paris;75115
8054;Bertie Albrecht - Hoche;True;32;11;21;14;7;True;True;2022-03-11T17:02:14+01:00;48.87614039826388,2.301303138307601;Paris;75108
18031;Place Albert Kahn;True;46;41;5;0;5;True;True;2022-03-11T16:55:07+01:00;48.8957969797804,2.345585584134864;Paris;75118
21005;Hôtel de Ville de Boulogne Billancourt;True;26;11;14;9;5;True;True;2022-03-11T17:01:09+01:00;48.83495885166784,2.2416803240776066;Boulogne-Billancourt;92012
18028;Championnet - Vauvenargues;True;33;24;8;4;4;True;True;2022-03-11T17:01:55+01:00;48.89401874744574,2.3319872841238976;Paris;75118
15110;Place Robert Guillemard;True;24;1;22;21;1;True;True;2022-03-11T17:02:05+01:00;48.836191728066666,2.2811267160086417;Paris;75115
42014;Place Marcel Cachin;True;32;3;29;21;8;True;True;2022-03-11T17:02:04+01:00;48.81411442356866,2.39090770483017;Ivry-sur-Seine;94041
21006;Marcelin Berthelot;True;27;24;2;0;2;True;True;2022-03-11T17:00:49+01:00;48.8415473058801,2.233161628246308;Boulogne-Billancourt;92012
