Date;Region;Polluant;Industrielle;Fond;Trafic
2021-09-01;Corse;PM2.5;0;2856;0
2021-09-01;Corse;SO2;0;1433;1434
2021-09-01;Corse;CO;0;0;569
2021-09-01;Mayotte;PM10;0;0;718
2021-09-01;Mayotte;NO;0;0;338
2021-09-01;Mayotte;NO2;0;0;338
2021-09-01;Mayotte;O3;0;0;712
2021-09-01;Mayotte;NOX as NO2;0;0;338
2021-09-01;Mayotte;SO2;0;0;648
2021-10-01;Grand Est;PM10;4418;17861;4437
2021-10-01;Grand Est;NO;2895;21831;7313
2021-10-01;Grand Est;NO2;2895;21831;7312
2021-10-01;Grand Est;O3;0;19174;0
2021-10-01;Grand Est;NOX as NO2;2895;21831;6594
2021-10-01;Grand Est;PM2.5;0;9384;3701
2021-10-01;Grand Est;SO2;2905;2948;0
2021-10-01;Grand Est;CO;0;0;742
2021-10-01;Provence-Alpes-Côte d'Azur;PM10;2972;13209;4452
2021-10-01;Provence-Alpes-Côte d'Azur;NO;0;13187;4433
2021-10-01;Provence-Alpes-Côte d'Azur;NO2;0;13187;4433
2021-10-01;Provence-Alpes-Côte d'Azur;O3;0;20266;0
2021-10-01;Provence-Alpes-Côte d'Azur;NOX as NO2;0;13187;4433
2021-10-01;Provence-Alpes-Côte d'Azur;PM2.5;2971;9518;2224
2021-10-01;Provence-Alpes-Côte d'Azur;C6H6;2036;0;0
2021-10-01;Provence-Alpes-Côte d'Azur;SO2;6961;1416;0
2021-10-01;Provence-Alpes-Côte d'Azur;CO;0;742;0
2021-10-01;Île-de-France;PM10;0;12320;6237
2021-10-01;Île-de-France;NO;0;21039;10859
2021-10-01;Île-de-France;NO2;0;21039;10852
2021-10-01;Île-de-France;O3;0;19901;0
2021-10-01;Île-de-France;NOX as NO2;0;21040;10859
2021-10-01;Île-de-France;PM2.5;0;7286;2773
2021-10-01;Île-de-France;SO2;2102;2193;0
2021-10-01;Île-de-France;CO;0;0;742
2021-10-01;Normandie;PM10;2917;10482;4438
2021-10-01;Normandie;NO;1468;8838;2968
2021-10-01;Normandie;NO2;1468;8838;4450
2021-10-01;Normandie;O3;0;15727;0
2021-10-01;Normandie;NOX as NO2;1468;8835;2968
2021-10-01;Normandie;PM2.5;0;3587;2952
2021-10-01;Normandie;C6H6;0;645;0
2021-10-01;Normandie;SO2;5065;6623;0
2021-10-01;Normandie;CO;1472;0;715
2021-10-01;Hauts-de-France;PM10;2140;17658;3492
2021-10-01;Hauts-de-France;NO;1484;17139;2785
2021-10-01;Hauts-de-France;NO2;1484;17134;2785
2021-10-01;Hauts-de-France;O3;0;18911;0
2021-10-01;Hauts-de-France;NOX as NO2;0;4988;736
2021-10-01;Hauts-de-France;PM2.5;0;6410;3970
2021-10-01;Hauts-de-France;C6H6;740;0;509
2021-10-01;Hauts-de-France;SO2;2204;2054;0
2021-10-01;Hauts-de-France;CO;735;59;741
2021-10-01;Auvergne-Rhône-Alpes;PM10;3563;31146;10765
2021-10-01;Auvergne-Rhône-Alpes;NO;1482;34446;12028
2021-10-01;Auvergne-Rhône-Alpes;NO2;1482;34444;12027
2021-10-01;Auvergne-Rhône-Alpes;O3;0;37021;0
2021-10-01;Auvergne-Rhône-Alpes;NOX as NO2;0;2216;0
2021-10-01;Auvergne-Rhône-Alpes;PM2.5;0;18984;3556
2021-10-01;Auvergne-Rhône-Alpes;C6H6;1466;0;0
2021-10-01;Auvergne-Rhône-Alpes;SO2;2186;2114;0
2021-10-01;Auvergne-Rhône-Alpes;CO;0;0;740
2021-10-01;Occitanie;PM10;3596;10281;2765
2021-10-01;Occitanie;NO;1401;10575;2133
2021-10-01;Occitanie;NO2;1401;10575;3577
2021-10-01;Occitanie;O3;0;15538;0
2021-10-01;Occitanie;NOX as NO2;1401;3917;1475
2021-10-01;Occitanie;PM2.5;637;6555;2149
2021-10-01;Occitanie;SO2;1462;0;0
2021-10-01;Nouvelle-Aquitaine;PM10;2173;16755;6757
2021-10-01;Nouvelle-Aquitaine;NO;2931;17131;7408
2021-10-01;Nouvelle-Aquitaine;NO2;2931;17131;7408
2021-10-01;Nouvelle-Aquitaine;O3;0;18968;0
2021-10-01;Nouvelle-Aquitaine;NOX as NO2;2931;17131;7419
2021-10-01;Nouvelle-Aquitaine;PM2.5;738;8873;2224
2021-10-01;Nouvelle-Aquitaine;SO2;6534;735;0
2021-10-01;Nouvelle-Aquitaine;CO;0;743;0
2021-10-01;Bretagne;PM10;0;5143;2037
2021-10-01;Bretagne;NO;0;5779;2711
2021-10-01;Bretagne;NO2;0;5782;2711
2021-10-01;Bretagne;O3;0;7337;0
2021-10-01;Bretagne;NOX as NO2;0;718;0
2021-10-01;Bretagne;PM2.5;0;4408;740
2021-10-01;Pays de la Loire;PM10;4713;7300;0
2021-10-01;Pays de la Loire;NO;5705;9840;744
2021-10-01;Pays de la Loire;NO2;5705;9840;744
2021-10-01;Pays de la Loire;O3;0;9652;0
2021-10-01;Pays de la Loire;NOX as NO2;0;1486;0
2021-10-01;Pays de la Loire;PM2.5;3366;4372;0
2021-10-01;Pays de la Loire;SO2;6640;741;0
2021-10-01;Bourgogne-Franche-Comté;PM10;711;10867;2218
2021-10-01;Bourgogne-Franche-Comté;NO;1479;8092;3705
2021-10-01;Bourgogne-Franche-Comté;NO2;1479;8092;3705
2021-10-01;Bourgogne-Franche-Comté;O3;0;12416;0
2021-10-01;Bourgogne-Franche-Comté;NOX as NO2;1479;8092;3705
2021-10-01;Bourgogne-Franche-Comté;PM2.5;0;5090;2226
2021-10-01;Bourgogne-Franche-Comté;SO2;2045;0;0
2021-10-01;Centre-Val de Loire;PM10;0;6674;2961
2021-10-01;Centre-Val de Loire;NO;0;7316;5864
2021-10-01;Centre-Val de Loire;NO2;0;7317;5864
2021-10-01;Centre-Val de Loire;O3;0;10261;0
2021-10-01;Centre-Val de Loire;NOX as NO2;0;7319;5865
2021-10-01;Centre-Val de Loire;PM2.5;0;7409;3628
2021-10-01;Centre-Val de Loire;CO;0;0;730
2021-10-01;Guadeloupe;PM10;0;1889;0
2021-10-01;Guadeloupe;NO;0;1908;0
2021-10-01;Guadeloupe;NO2;0;1908;0
2021-10-01;Guadeloupe;O3;0;1898;0
2021-10-01;Guadeloupe;NOX as NO2;0;1908;0
2021-10-01;Guadeloupe;PM2.5;0;353;0
2021-10-01;Guadeloupe;SO2;0;724;0
2021-10-01;La Réunion;PM10;0;2214;1445
2021-10-01;La Réunion;NO;0;1442;2203
2021-10-01;La Réunion;NO2;0;1447;2203
2021-10-01;La Réunion;O3;0;1457;0
2021-10-01;La Réunion;NOX as NO2;0;714;2203
2021-10-01;La Réunion;PM2.5;0;1479;724
2021-10-01;La Réunion;SO2;702;2143;0
2021-10-01;La Réunion;CO;0;0;741
2021-10-01;Martinique;PM10;0;3134;723
2021-10-01;Martinique;NO;0;2230;742
2021-10-01;Martinique;NO2;0;2234;741
2021-10-01;Martinique;O3;0;2556;0
2021-10-01;Martinique;NOX as NO2;0;2239;741
2021-10-01;Martinique;PM2.5;0;2068;0
2021-10-01;Martinique;SO2;596;0;0
2021-10-01;Guyane;PM10;0;1868;0
2021-10-01;Guyane;NO;0;2154;302
2021-10-01;Guyane;NO2;0;2154;302
2021-10-01;Guyane;O3;0;2885;0
2021-10-01;Guyane;NOX as NO2;0;0;302
2021-10-01;Guyane;PM2.5;0;454;0
2021-10-01;Guyane;SO2;0;684;0
2021-10-01;Corse;PM10;1328;2217;1485
2021-10-01;Corse;NO;1339;3645;1488
2021-10-01;Corse;NO2;1339;3645;1487
2021-10-01;Corse;O3;1336;3658;0
2021-10-01;Corse;NOX as NO2;1339;3645;1488
2021-10-01;Corse;PM2.5;0;2946;0
2021-10-01;Corse;SO2;0;1487;1488
2021-10-01;Corse;CO;0;0;741
2021-10-01;Mayotte;PM10;0;0;716
2021-10-01;Mayotte;NO;0;0;337
2021-10-01;Mayotte;NO2;0;0;337
2021-10-01;Mayotte;O3;0;0;737
2021-10-01;Mayotte;NOX as NO2;0;0;337
2021-10-01;Mayotte;SO2;0;0;638
2021-11-01;Grand Est;PM10;4235;17405;4291
2021-11-01;Grand Est;NO;2828;20352;7152
2021-11-01;Grand Est;NO2;2828;20352;7151
2021-11-01;Grand Est;O3;0;19390;0
2021-11-01;Grand Est;NOX as NO2;2828;20352;6440
2021-11-01;Grand Est;PM2.5;0;8828;3580
2021-11-01;Grand Est;SO2;2820;2846;0
2021-11-01;Grand Est;CO;0;0;720
2021-11-01;Provence-Alpes-Côte d'Azur;PM10;2814;12715;4231
2021-11-01;Provence-Alpes-Côte d'Azur;NO;0;12783;4309
2021-11-01;Provence-Alpes-Côte d'Azur;NO2;0;12783;4309
2021-11-01;Provence-Alpes-Côte d'Azur;O3;0;19672;0
2021-11-01;Provence-Alpes-Côte d'Azur;NOX as NO2;0;12783;4309
2021-11-01;Provence-Alpes-Côte d'Azur;PM2.5;2645;9198;2149
2021-11-01;Provence-Alpes-Côte d'Azur;C6H6;2090;0;0
2021-11-01;Provence-Alpes-Côte d'Azur;SO2;6923;1177;0
2021-11-01;Provence-Alpes-Côte d'Azur;CO;0;716;0
2021-11-01;Île-de-France;PM10;0;11968;6191
2021-11-01;Île-de-France;NO;0;20645;10709
2021-11-01;Île-de-France;NO2;0;20645;10702
2021-11-01;Île-de-France;O3;0;19326;0
2021-11-01;Île-de-France;NOX as NO2;0;20645;10710
2021-11-01;Île-de-France;PM2.5;0;6887;2813
2021-11-01;Île-de-France;SO2;2039;2148;0
2021-11-01;Île-de-France;CO;0;0;720
2021-11-01;Normandie;PM10;2837;9966;4293
2021-11-01;Normandie;NO;1433;8424;2714
2021-11-01;Normandie;NO2;1433;8424;4150
2021-11-01;Normandie;O3;0;15017;0
2021-11-01;Normandie;NOX as NO2;1433;8423;2714
2021-11-01;Normandie;PM2.5;0;3490;2860
2021-11-01;Normandie;C6H6;0;385;0
2021-11-01;Normandie;SO2;5030;6466;0
2021-11-01;Normandie;CO;1437;0;718
2021-11-01;Hauts-de-France;PM10;2056;17491;3467
2021-11-01;Hauts-de-France;NO;1371;16739;2853
2021-11-01;Hauts-de-France;NO2;1371;16738;2853
2021-11-01;Hauts-de-France;O3;0;17769;0
2021-11-01;Hauts-de-France;NOX as NO2;0;4746;717
2021-11-01;Hauts-de-France;PM2.5;0;6006;4043
2021-11-01;Hauts-de-France;C6H6;629;0;518
2021-11-01;Hauts-de-France;SO2;1989;2128;0
2021-11-01;Hauts-de-France;CO;712;697;714
2021-11-01;Auvergne-Rhône-Alpes;PM10;3553;29701;11206
2021-11-01;Auvergne-Rhône-Alpes;NO;1434;32907;11568
2021-11-01;Auvergne-Rhône-Alpes;NO2;1434;32921;11568
2021-11-01;Auvergne-Rhône-Alpes;O3;0;34297;0
2021-11-01;Auvergne-Rhône-Alpes;NOX as NO2;0;2115;0
2021-11-01;Auvergne-Rhône-Alpes;PM2.5;0;18754;3330
2021-11-01;Auvergne-Rhône-Alpes;C6H6;1336;0;0
2021-11-01;Auvergne-Rhône-Alpes;SO2;2084;2045;0
2021-11-01;Auvergne-Rhône-Alpes;CO;0;0;716
2021-11-01;Occitanie;PM10;3451;9882;2858
2021-11-01;Occitanie;NO;1440;10502;2138
2021-11-01;Occitanie;NO2;1440;10495;3563
2021-11-01;Occitanie;O3;0;14993;0
2021-11-01;Occitanie;NOX as NO2;1440;4172;1427
2021-11-01;Occitanie;PM2.5;698;6349;2044
2021-11-01;Occitanie;SO2;1433;0;0
2021-11-01;Nouvelle-Aquitaine;PM10;2149;16184;6409
2021-11-01;Nouvelle-Aquitaine;NO;2873;16342;6910
2021-11-01;Nouvelle-Aquitaine;NO2;2873;16342;6910
2021-11-01;Nouvelle-Aquitaine;O3;0;18201;0
2021-11-01;Nouvelle-Aquitaine;NOX as NO2;2873;16339;6910
2021-11-01;Nouvelle-Aquitaine;PM2.5;713;8518;2066
2021-11-01;Nouvelle-Aquitaine;SO2;6290;661;0
2021-11-01;Nouvelle-Aquitaine;CO;0;704;0
2021-11-01;Bretagne;PM10;0;4977;2030
2021-11-01;Bretagne;NO;0;5595;2737
2021-11-01;Bretagne;NO2;0;5595;2737
2021-11-01;Bretagne;O3;0;7036;0
2021-11-01;Bretagne;NOX as NO2;0;716;0
2021-11-01;Bretagne;PM2.5;0;4289;667
2021-11-01;Pays de la Loire;PM10;4933;7117;0
2021-11-01;Pays de la Loire;NO;5752;9285;717
2021-11-01;Pays de la Loire;NO2;5752;9285;717
2021-11-01;Pays de la Loire;O3;0;9157;0
2021-11-01;Pays de la Loire;NOX as NO2;0;1439;0
2021-11-01;Pays de la Loire;PM2.5;3593;4256;0
2021-11-01;Pays de la Loire;SO2;6403;715;0
2021-11-01;Bourgogne-Franche-Comté;PM10;720;10586;2138
2021-11-01;Bourgogne-Franche-Comté;NO;1440;7853;3581
2021-11-01;Bourgogne-Franche-Comté;NO2;1440;7853;3581
2021-11-01;Bourgogne-Franche-Comté;O3;0;12196;0
2021-11-01;Bourgogne-Franche-Comté;NOX as NO2;1440;7853;3581
2021-11-01;Bourgogne-Franche-Comté;PM2.5;0;4756;2086
2021-11-01;Bourgogne-Franche-Comté;SO2;1967;0;0
2021-11-01;Centre-Val de Loire;PM10;0;6065;2822
2021-11-01;Centre-Val de Loire;NO;0;6907;5612
2021-11-01;Centre-Val de Loire;NO2;0;6906;5598
2021-11-01;Centre-Val de Loire;O3;0;9701;0
2021-11-01;Centre-Val de Loire;NOX as NO2;0;6908;5612
2021-11-01;Centre-Val de Loire;PM2.5;0;6785;3589
2021-11-01;Centre-Val de Loire;CO;0;0;685
2021-11-01;Guadeloupe;PM10;0;2095;0
2021-11-01;Guadeloupe;NO;0;2084;0
2021-11-01;Guadeloupe;NO2;0;2084;0
2021-11-01;Guadeloupe;O3;0;2093;0
2021-11-01;Guadeloupe;NOX as NO2;0;2084;0
2021-11-01;Guadeloupe;SO2;0;371;0
2021-11-01;La Réunion;PM10;0;2111;1367
2021-11-01;La Réunion;NO;0;1401;2129
2021-11-01;La Réunion;NO2;0;1401;2129
2021-11-01;La Réunion;O3;0;1401;0
2021-11-01;La Réunion;NOX as NO2;0;713;2129
2021-11-01;La Réunion;PM2.5;0;1427;713
2021-11-01;La Réunion;SO2;671;2058;0
2021-11-01;La Réunion;CO;0;0;717
2021-11-01;Martinique;PM10;0;3223;650
2021-11-01;Martinique;NO;0;2365;694
2021-11-01;Martinique;NO2;0;2384;694
2021-11-01;Martinique;O3;0;2584;0
2021-11-01;Martinique;NOX as NO2;0;2359;694
2021-11-01;Martinique;PM2.5;0;2624;0
2021-11-01;Martinique;SO2;600;0;0
2021-11-01;Guyane;PM10;0;1379;0
2021-11-01;Guyane;NO;0;1510;719
2021-11-01;Guyane;NO2;0;1510;719
2021-11-01;Guyane;O3;0;2397;0
2021-11-01;Guyane;NOX as NO2;0;0;719
2021-11-01;Guyane;PM2.5;0;717;0
2021-11-01;Guyane;SO2;0;626;0
2021-11-01;Corse;PM10;1343;2090;1388
2021-11-01;Corse;NO;1368;3544;1431
2021-11-01;Corse;NO2;1368;3544;1431
2021-11-01;Corse;O3;1368;3493;0
2021-11-01;Corse;NOX as NO2;1368;3544;1431
2021-11-01;Corse;PM2.5;0;2811;0
2021-11-01;Corse;SO2;0;1438;1429
2021-11-01;Corse;CO;0;0;708
2021-11-01;Mayotte;PM10;0;0;720
2021-11-01;Mayotte;NO;0;0;346
2021-11-01;Mayotte;NO2;0;0;346
2021-11-01;Mayotte;O3;0;0;378
2021-11-01;Mayotte;NOX as NO2;0;0;346
2021-11-01;Mayotte;SO2;0;0;589
2021-12-01;Grand Est;PM10;4375;18054;4372
2021-12-01;Grand Est;NO;2931;21939;7402
2021-12-01;Grand Est;NO2;2931;21940;7402
2021-12-01;Grand Est;O3;0;20437;0
2021-12-01;Grand Est;NOX as NO2;2931;21939;6666
2021-12-01;Grand Est;PM2.5;0;9306;3591
2021-12-01;Grand Est;SO2;2928;2892;0
2021-12-01;Grand Est;CO;0;0;744
2021-12-01;Provence-Alpes-Côte d'Azur;PM10;3333;12821;4369
2021-12-01;Provence-Alpes-Côte d'Azur;NO;0;13202;4432
2021-12-01;Provence-Alpes-Côte d'Azur;NO2;0;13202;4432
2021-12-01;Provence-Alpes-Côte d'Azur;O3;0;20628;0
2021-12-01;Provence-Alpes-Côte d'Azur;NOX as NO2;0;13202;4432
2021-12-01;Provence-Alpes-Côte d'Azur;PM2.5;3164;9402;2179
2021-12-01;Provence-Alpes-Côte d'Azur;C6H6;2166;0;0
2021-12-01;Provence-Alpes-Côte d'Azur;SO2;7052;1405;0
2021-12-01;Provence-Alpes-Côte d'Azur;CO;0;744;0
2021-12-01;Île-de-France;PM10;0;12187;6130
2021-12-01;Île-de-France;NO;0;21158;10898
2021-12-01;Île-de-France;NO2;0;21158;10890
2021-12-01;Île-de-France;O3;0;19753;0
2021-12-01;Île-de-France;NOX as NO2;0;21159;10903
2021-12-01;Île-de-France;PM2.5;0;7352;2795
2021-12-01;Île-de-France;SO2;2116;2224;0
2021-12-01;Île-de-France;CO;0;0;741
2021-12-01;Normandie;PM10;2885;9612;4410
2021-12-01;Normandie;NO;1484;8414;2921
2021-12-01;Normandie;NO2;1484;8414;4401
2021-12-01;Normandie;O3;0;15060;0
2021-12-01;Normandie;NOX as NO2;1484;8414;2921
2021-12-01;Normandie;PM2.5;0;3748;2950
2021-12-01;Normandie;SO2;5178;6535;0
2021-12-01;Normandie;CO;1488;0;735
2021-12-01;Hauts-de-France;PM10;2155;17521;3361
2021-12-01;Hauts-de-France;NO;1486;16859;2856
2021-12-01;Hauts-de-France;NO2;1486;16859;2857
2021-12-01;Hauts-de-France;O3;0;19655;0
2021-12-01;Hauts-de-France;NOX as NO2;0;5156;738
2021-12-01;Hauts-de-France;PM2.5;0;6439;4237
2021-12-01;Hauts-de-France;C6H6;652;0;620
2021-12-01;Hauts-de-France;SO2;2131;2133;0
2021-12-01;Hauts-de-France;CO;624;482;744
2021-12-01;Auvergne-Rhône-Alpes;PM10;3662;31666;11464
2021-12-01;Auvergne-Rhône-Alpes;NO;1482;34618;12557
2021-12-01;Auvergne-Rhône-Alpes;NO2;1482;34669;12557
2021-12-01;Auvergne-Rhône-Alpes;O3;0;36937;0
2021-12-01;Auvergne-Rhône-Alpes;NOX as NO2;0;2214;0
2021-12-01;Auvergne-Rhône-Alpes;PM2.5;0;20030;3684
2021-12-01;Auvergne-Rhône-Alpes;C6H6;1422;0;0
2021-12-01;Auvergne-Rhône-Alpes;SO2;2173;2140;0
2021-12-01;Auvergne-Rhône-Alpes;CO;0;0;733
2021-12-01;Occitanie;PM10;3629;10168;2933
2021-12-01;Occitanie;NO;1488;10854;2091
2021-12-01;Occitanie;NO2;1488;10854;3562
2021-12-01;Occitanie;O3;0;15261;0
2021-12-01;Occitanie;NOX as NO2;1488;4218;1369
2021-12-01;Occitanie;PM2.5;744;6521;2119
2021-12-01;Occitanie;SO2;1479;0;0
2021-12-01;Nouvelle-Aquitaine;PM10;2204;16992;7138
2021-12-01;Nouvelle-Aquitaine;NO;2846;16654;7371
2021-12-01;Nouvelle-Aquitaine;NO2;2846;16654;7371
2021-12-01;Nouvelle-Aquitaine;O3;0;18948;0
2021-12-01;Nouvelle-Aquitaine;NOX as NO2;2846;16654;7371
2021-12-01;Nouvelle-Aquitaine;PM2.5;715;8854;2192
2021-12-01;Nouvelle-Aquitaine;SO2;6417;741;0
2021-12-01;Nouvelle-Aquitaine;CO;0;741;0
2021-12-01;Bretagne;PM10;0;5196;2153
2021-12-01;Bretagne;NO;0;5903;2764
2021-12-01;Bretagne;NO2;0;5904;2764
2021-12-01;Bretagne;O3;0;7271;0
2021-12-01;Bretagne;NOX as NO2;0;742;0
2021-12-01;Bretagne;PM2.5;0;4811;743
2021-12-01;Pays de la Loire;PM10;5193;7320;0
2021-12-01;Pays de la Loire;NO;5841;9647;744
2021-12-01;Pays de la Loire;NO2;5841;9647;744
2021-12-01;Pays de la Loire;O3;0;9262;0
2021-12-01;Pays de la Loire;NOX as NO2;0;1482;0
2021-12-01;Pays de la Loire;PM2.5;3713;4202;0
2021-12-01;Pays de la Loire;SO2;6624;744;0
2021-12-01;Bourgogne-Franche-Comté;PM10;740;11061;2217
2021-12-01;Bourgogne-Franche-Comté;NO;1485;8160;3711
2021-12-01;Bourgogne-Franche-Comté;NO2;1485;8160;3711
2021-12-01;Bourgogne-Franche-Comté;O3;0;12454;0
2021-12-01;Bourgogne-Franche-Comté;NOX as NO2;1485;8160;3711
2021-12-01;Bourgogne-Franche-Comté;PM2.5;0;5166;2221
2021-12-01;Bourgogne-Franche-Comté;SO2;2224;0;0
2021-12-01;Centre-Val de Loire;PM10;0;6661;2968
2021-12-01;Centre-Val de Loire;NO;0;7395;5861
2021-12-01;Centre-Val de Loire;NO2;0;7386;5875
2021-12-01;Centre-Val de Loire;O3;0;10239;0
2021-12-01;Centre-Val de Loire;NOX as NO2;0;7395;5876
2021-12-01;Centre-Val de Loire;PM2.5;0;7401;3643
2021-12-01;Centre-Val de Loire;CO;0;0;673
2021-12-01;Guadeloupe;PM10;0;2223;0
2021-12-01;Guadeloupe;NO;0;2224;0
2021-12-01;Guadeloupe;NO2;0;2224;0
2021-12-01;Guadeloupe;O3;0;2160;0
2021-12-01;Guadeloupe;NOX as NO2;0;2224;0
2021-12-01;Guadeloupe;SO2;0;744;0
2021-12-01;La Réunion;PM10;0;2218;1183
2021-12-01;La Réunion;NO;0;1473;2100
2021-12-01;La Réunion;NO2;0;1473;2100
2021-12-01;La Réunion;O3;0;1355;0
2021-12-01;La Réunion;NOX as NO2;0;736;2100
2021-12-01;La Réunion;PM2.5;0;1472;668
2021-12-01;La Réunion;SO2;699;2144;0
2021-12-01;La Réunion;CO;0;0;522
2021-12-01;Martinique;PM10;0;3598;570
2021-12-01;Martinique;NO;0;2416;679
2021-12-01;Martinique;NO2;0;2615;681
2021-12-01;Martinique;O3;0;2687;0
2021-12-01;Martinique;NOX as NO2;0;2454;681
2021-12-01;Martinique;PM2.5;0;2901;0
2021-12-01;Martinique;SO2;659;0;0
2021-12-01;Guyane;PM10;0;1435;0
2021-12-01;Guyane;NO;0;1443;737
2021-12-01;Guyane;NO2;0;1443;737
2021-12-01;Guyane;O3;0;2215;0
2021-12-01;Guyane;NOX as NO2;0;0;737
2021-12-01;Guyane;PM2.5;0;735;0
2021-12-01;Corse;PM10;1448;2191;1479
2021-12-01;Corse;NO;1473;3354;1480
2021-12-01;Corse;NO2;1473;3375;1478
2021-12-01;Corse;O3;1473;3453;0
2021-12-01;Corse;NOX as NO2;1473;3375;1480
2021-12-01;Corse;PM2.5;0;2913;0
2021-12-01;Corse;SO2;0;1458;1481
2021-12-01;Corse;CO;0;0;734
2021-12-01;Mayotte;PM10;0;0;739
2021-12-01;Mayotte;NO;0;0;137
2021-12-01;Mayotte;NO2;0;0;137
2021-12-01;Mayotte;NOX as NO2;0;0;137
2021-12-01;Mayotte;SO2;0;0;230
